id,success,n_itineraries,duration,walkDistance,transfers,transitTime,waitingTime,modes
53,True,3,850,539.9570827008594,0,405,2,"[['WALK', 97, 108], ['BUS', 405, 1952], ['WALK', 346, 431]]"
54,True,3,1260,782.3769999935463,0,633,2,"[['WALK', 355, 443], ['BUS', 633, 3621], ['WALK', 270, 338]]"
55,True,3,2033,1159.5670902163326,1,927,172,"[['WALK', 150, 177], ['BUS', 484, 2706], ['WALK', 115, 149], ['SUBWAY', 443, 4690], ['WALK', 669, 832]]"
56,True,3,1304,295.74120300651185,1,1006,66,"[['WALK', 28, 34], ['BUS', 99, 515], ['WALK', 170, 222], ['TRAM', 907, 3509], ['WALK', 34, 38]]"
57,True,3,883,130.8555714276495,0,775,2,"[['WALK', 89, 114], ['TRAM', 775, 2311], ['WALK', 17, 16]]"
58,True,3,1784,462.6619548797335,1,1191,200,"[['WALK', 234, 276], ['TRAM', 677, 2711], ['TRAM', 514, 2097], ['WALK', 159, 186]]"
59,True,3,1312,610.7259323252471,0,799,2,"[['WALK', 305, 361], ['TRAM', 799, 2618], ['WALK', 206, 248]]"
60,True,3,894,953.3844661577833,0,117,2,"[['WALK', 486, 602], ['TRAM', 117, 440], ['WALK', 289, 350]]"
61,True,3,1169,345.144766909008,0,863,2,"[['WALK', 97, 113], ['TRAM', 863, 3247], ['WALK', 207, 230]]"
62,True,3,1563,491.2729097691472,0,1157,2,"[['WALK', 234, 292], ['TRAM', 1157, 4982], ['WALK', 170, 198]]"
63,True,3,1645,1373.886699234256,0,289,242,"[['WALK', 441, 557], ['SUBWAY', 289, 3185], ['WALK', 673, 816]]"
64,True,3,1141,1450.03748871711,0,0,0,"[['WALK', 1141, 1449]]"
65,True,3,1383,767.9821278130589,0,754,2,"[['WALK', 143, 184], ['TRAM', 754, 3084], ['WALK', 484, 583]]"
66,True,3,798,804.3316090098558,0,120,2,"[['WALK', 101, 104], ['TRAM', 120, 598], ['WALK', 575, 699]]"
67,True,3,1458,1043.500428565897,0,628,2,"[['WALK', 18, 23], ['TRAM', 628, 2592], ['WALK', 810, 1019]]"
68,True,3,1128,518.7116014976092,0,700,2,"[['WALK', 164, 191], ['BUS', 700, 3461], ['WALK', 262, 326]]"
69,True,3,2638,823.7079548716667,0,1938,2,"[['WALK', 135, 165], ['TRAM', 1938, 8490], ['WALK', 563, 657]]"
70,True,3,664,610.879187959432,0,141,2,"[['WALK', 399, 484], ['TRAM', 141, 540], ['WALK', 122, 125]]"
71,True,3,1971,241.6709323268604,1,1529,239,"[['WALK', 15, 17], ['TRAM', 744, 2634], ['TRAM', 785, 3778], ['WALK', 188, 223]]"
72,True,3,1195,758.3600225448068,0,555,2,"[['WALK', 349, 420], ['TRAM', 555, 1795], ['WALK', 289, 337]]"
73,True,3,656,323.8966766846087,0,372,2,"[['WALK', 77, 71], ['TRAM', 372, 1618], ['WALK', 205, 252]]"
74,True,3,2159,1483.3368947236793,1,955,14,"[['WALK', 1003, 1244], ['RAIL', 360, 4523], ['WALK', 168, 219], ['TRAM', 595, 1908], ['WALK', 19, 18]]"
75,True,3,1388,746.5238796878938,1,751,13,"[['WALK', 259, 317], ['TRAM', 249, 1023], ['TRAM', 502, 1796], ['WALK', 365, 428]]"
76,True,3,2402,608.9449248065469,0,1901,2,"[['WALK', 218, 266], ['BUS', 1901, 9325], ['WALK', 281, 342]]"
77,True,3,3075,784.7108646472673,0,2400,2,"[['WALK', 320, 358], ['TRAM', 2400, 9845], ['WALK', 353, 426]]"
78,True,3,1226,1484.683240588718,0,0,0,"[['WALK', 1226, 1484]]"
79,True,3,1985,450.2607218032618,1,1619,11,"[['WALK', 37, 48], ['BUS', 504, 2781], ['WALK', 41, 50], ['TRAM', 1115, 5071], ['WALK', 277, 351]]"
80,True,3,2237,857.5570375789795,1,1199,313,"[['WALK', 470, 573], ['TRAM', 697, 2664], ['TRAM', 502, 1796], ['WALK', 255, 284]]"
81,True,3,2155,1034.5649097643068,2,1085,233,"[['WALK', 101, 118], ['BUS', 544, 2706], ['WALK', 115, 149], ['SUBWAY', 107, 1727], ['WALK', 225, 296], ['BUS', 434, 2638], ['WALK', 396, 469]]"
82,True,3,1100,533.8616315675691,0,642,2,"[['WALK', 358, 432], ['TRAM', 642, 2588], ['WALK', 98, 100]]"
83,True,3,2642,1151.3230526196069,0,1690,2,"[['WALK', 592, 753], ['TRAM', 1690, 6601], ['WALK', 358, 397]]"
84,True,3,2189,1129.9375413431696,0,1270,2,"[['WALK', 706, 873], ['TRAM', 1270, 4901], ['WALK', 211, 255]]"
85,True,3,1622,1258.6452405887185,0,582,2,"[['WALK', 759, 909], ['BUS', 582, 2830], ['WALK', 279, 349]]"
86,True,3,1413,1261.0408872082069,0,395,2,"[['WALK', 821, 1014], ['TRAM', 395, 1547], ['WALK', 195, 246]]"
87,True,3,1832,1196.0274887106564,0,854,2,"[['WALK', 338, 421], ['TRAM', 854, 2800], ['WALK', 638, 774]]"
88,True,3,2122,1549.8942781725375,0,571,242,"[['WALK', 728, 856], ['SUBWAY', 571, 5749], ['WALK', 581, 692]]"
89,True,3,1854,1029.731842094394,0,1002,2,"[['WALK', 400, 484], ['BUS', 1002, 4407], ['WALK', 450, 544]]"
90,True,3,1205,1095.3641127708192,0,318,2,"[['WALK', 423, 532], ['TRAM', 318, 1259], ['WALK', 462, 562]]"
91,True,3,649,830.1640526292862,0,0,0,"[['WALK', 649, 830]]"
92,True,3,1838,1047.3179323204074,1,942,39,"[['WALK', 472, 577], ['TRAM', 300, 1506], ['WALK', 143, 186], ['TRAM', 642, 1957], ['WALK', 242, 282]]"
93,True,3,1565,521.8585639008827,0,1122,2,"[['WALK', 140, 157], ['TRAM', 1122, 4403], ['WALK', 301, 363]]"
94,True,3,1145,464.7296090211492,0,774,2,"[['WALK', 183, 234], ['TRAM', 774, 2610], ['WALK', 186, 230]]"
95,True,3,2183,2018.7818571172731,0,514,2,"[['WALK', 1163, 1398], ['TRAM', 514, 2246], ['WALK', 504, 619]]"
96,True,3,879,1064.3908947317473,0,37,2,"[['WALK', 310, 393], ['BUS', 37, 274], ['WALK', 530, 671]]"
97,True,3,2997,848.3155112715964,1,2277,39,"[['WALK', 331, 407], ['TRAM', 853, 6005], ['WALK', 143, 186], ['TRAM', 1424, 4771], ['WALK', 207, 254]]"
98,True,3,1234,760.3409022472205,0,611,2,"[['WALK', 161, 195], ['TRAM', 611, 3287], ['WALK', 460, 564]]"
99,True,3,1915,826.6775037528968,1,1242,7,"[['WALK', 189, 234], ['BUS', 600, 4885], ['WALK', 235, 308], ['TRAM', 642, 1957], ['WALK', 242, 282]]"
100,True,3,2483,646.1381804423453,1,1884,66,"[['WALK', 41, 40], ['TRAM', 582, 2261], ['WALK', 134, 175], ['TRAM', 1302, 5030], ['WALK', 358, 429]]"
401,True,3,2082,1326.9303458521308,0,979,2,"[['WALK', 904, 1085], ['TRAM', 979, 3385], ['WALK', 197, 241]]"
402,True,3,1667,639.5979473642602,1,1136,18,"[['WALK', 221, 265], ['TRAM', 795, 3379], ['WALK', 123, 160], ['TRAM', 341, 1413], ['WALK', 169, 213]]"
403,True,3,984,877.3565037545097,0,275,2,"[['WALK', 126, 147], ['TRAM', 275, 1056], ['WALK', 581, 729]]"
404,True,3,864,343.9976390911089,0,567,2,"[['WALK', 160, 190], ['BUS', 567, 2843], ['WALK', 135, 153]]"
405,True,3,1738,893.0745864569824,0,1012,2,"[['WALK', 382, 480], ['BUS', 1012, 4768], ['WALK', 342, 412]]"
406,True,3,1679,1185.5981729188052,1,570,135,"[['WALK', 776, 935], ['SUBWAY', 348, 3923], ['WALK', 92, 119], ['TRAM', 222, 982], ['WALK', 106, 129]]"
407,True,3,2573,665.6415864602093,1,1903,132,"[['WALK', 129, 143], ['TRAM', 1181, 4232], ['WALK', 188, 246], ['TRAM', 722, 2591], ['WALK', 221, 275]]"
408,True,3,1939,1177.424556383796,1,942,60,"[['WALK', 397, 484], ['FERRY', 300, 301], ['WALK', 362, 477], ['TRAM', 642, 1957], ['WALK', 178, 215]]"
409,True,3,407,350.753639091109,0,94,2,"[['WALK', 57, 57], ['TRAM', 94, 425], ['WALK', 254, 293]]"
410,True,3,1414,1029.6236766813818,1,419,160,"[['WALK', 335, 414], ['BUS', 216, 1027], ['WALK', 112, 146], ['SUBWAY', 203, 2134], ['WALK', 388, 468]]"
411,True,3,1855,644.4261503659321,0,1302,2,"[['WALK', 162, 182], ['TRAM', 1302, 4440], ['WALK', 389, 461]]"
412,True,3,1603,416.9911428536857,1,1247,20,"[['WALK', 254, 315], ['TRAM', 894, 5683], ['TRAM', 353, 1149], ['WALK', 82, 101]]"
413,True,3,2039,1387.3036014927688,0,923,2,"[['WALK', 389, 478], ['TRAM', 923, 3877], ['WALK', 725, 908]]"
414,True,3,1268,492.77927819189813,0,874,2,"[['WALK', 218, 267], ['BUS', 874, 3346], ['WALK', 174, 225]]"
415,True,3,2134,913.6256466017419,0,1367,2,"[['WALK', 383, 459], ['TRAM', 1367, 5885], ['WALK', 382, 453]]"
416,True,3,2018,493.93989473174736,1,1570,36,"[['WALK', 317, 380], ['BUS', 404, 2381], ['WALK', 45, 56], ['TRAM', 1166, 4550], ['WALK', 50, 56]]"
417,True,3,1725,1112.4507894667213,0,829,2,"[['WALK', 145, 176], ['TRAM', 829, 2665], ['WALK', 749, 935]]"
418,True,3,1491,266.22627067481153,0,1279,2,"[['WALK', 71, 88], ['BUS', 1279, 5791], ['WALK', 139, 177]]"
419,True,3,1607,1408.5341202911318,0,236,242,"[['WALK', 520, 648], ['SUBWAY', 236, 2538], ['WALK', 609, 759]]"
420,True,3,1629,741.9651654001053,0,996,2,"[['WALK', 109, 132], ['TRAM', 996, 3289], ['WALK', 522, 608]]"
421,True,3,890,314.0397669138481,0,627,2,"[['WALK', 162, 194], ['TRAM', 627, 2561], ['WALK', 99, 119]]"
422,True,3,1424,515.0110225496463,0,998,2,"[['WALK', 211, 257], ['BUS', 998, 4608], ['WALK', 213, 256]]"
423,True,3,1631,975.6366165237157,0,786,2,"[['WALK', 542, 614], ['BUS', 786, 4399], ['WALK', 301, 360]]"
424,True,3,1629,1466.2296841839486,0,360,2,"[['WALK', 804, 946], ['RAIL', 360, 4345], ['WALK', 463, 518]]"
425,True,3,529,271.37569924554856,0,303,2,"[['WALK', 58, 68], ['BUS', 303, 1431], ['WALK', 166, 203]]"
426,True,3,1405,683.5290902195594,0,849,2,"[['WALK', 301, 369], ['BUS', 849, 5035], ['WALK', 253, 313]]"
427,True,3,1758,1128.0546992407085,1,703,152,"[['WALK', 605, 758], ['SUBWAY', 483, 5145], ['WALK', 163, 214], ['TRAM', 220, 1260], ['WALK', 135, 155]]"
428,True,3,967,450.3419999919331,0,582,2,"[['WALK', 114, 129], ['TRAM', 582, 2261], ['WALK', 269, 321]]"
429,True,3,1495,517.093458645537,2,867,229,"[['WALK', 33, 36], ['BUS', 222, 1372], ['WALK', 125, 163], ['SUBWAY', 107, 1727], ['WALK', 219, 287], ['BUS', 538, 3275], ['WALK', 22, 28]]"
430,True,3,533,243.3116466098089,0,310,2,"[['WALK', 146, 176], ['TRAM', 310, 1153], ['WALK', 75, 66]]"
431,True,3,1960,1034.349398486257,0,1110,2,"[['WALK', 312, 360], ['TRAM', 1110, 4252], ['WALK', 536, 673]]"
432,True,3,1763,725.148488713883,1,1117,61,"[['WALK', 202, 239], ['BUS', 539, 3256], ['WALK', 181, 237], ['BUS', 578, 3421], ['WALK', 202, 247]]"
433,True,3,1852,474.4689774390602,0,1460,2,"[['WALK', 319, 392], ['TRAM', 1460, 5475], ['WALK', 71, 82]]"
434,True,3,1355,703.0467142764949,0,775,2,"[['WALK', 305, 349], ['TRAM', 775, 2335], ['WALK', 273, 353]]"
435,True,3,809,1003.9415714244227,0,0,0,"[['WALK', 809, 1003]]"
436,True,3,1071,669.410593982136,0,534,2,"[['WALK', 74, 90], ['TRAM', 534, 2162], ['WALK', 461, 579]]"
437,True,3,1239,509.1108120260479,1,788,38,"[['WALK', 34, 30], ['TRAM', 282, 1302], ['WALK', 90, 115], ['TRAM', 506, 1983], ['WALK', 289, 362]]"
438,True,3,571,405.6346766829953,0,218,2,"[['WALK', 152, 160], ['BUS', 218, 990], ['WALK', 199, 244]]"
439,True,3,1136,862.7885112667566,0,419,2,"[['WALK', 294, 360], ['TRAM', 419, 2247], ['WALK', 421, 501]]"
440,True,3,1286,451.78905262605963,0,908,2,"[['WALK', 278, 339], ['TRAM', 908, 3480], ['WALK', 98, 112]]"
441,True,3,2944,1661.6205187854566,0,1614,2,"[['WALK', 1011, 1281], ['TRAM', 1614, 6304], ['WALK', 317, 379]]"
442,True,3,2024,823.7692330748582,1,1335,22,"[['WALK', 44, 42], ['TRAM', 592, 2739], ['WALK', 100, 129], ['BUS', 743, 3944], ['WALK', 523, 651]]"
443,True,3,875,218.30082706344777,0,684,2,"[['WALK', 74, 89], ['BUS', 684, 2897], ['WALK', 115, 128]]"
444,True,3,3740,1794.730947361034,1,2270,62,"[['WALK', 805, 1048], ['BUS', 1140, 7224], ['WALK', 60, 76], ['BUS', 1130, 5407], ['WALK', 543, 669]]"
445,True,3,1439,334.0407894683346,1,1140,20,"[['WALK', 98, 115], ['BUS', 996, 4773], ['TRAM', 144, 884], ['WALK', 181, 217]]"
446,True,3,1612,1383.2719548668274,0,435,2,"[['WALK', 781, 921], ['TRAM', 435, 1361], ['WALK', 394, 460]]"
447,True,3,1474,902.6561202895191,0,720,2,"[['WALK', 280, 328], ['BUS', 720, 3437], ['WALK', 472, 573]]"
448,True,3,1620,1366.0545488586426,0,491,2,"[['WALK', 606, 728], ['BUS', 491, 3084], ['WALK', 521, 637]]"
449,True,3,1223,846.5199548781201,0,522,2,"[['WALK', 495, 593], ['TRAM', 522, 1803], ['WALK', 204, 252]]"
450,True,3,1755,1065.3569398358802,0,625,242,"[['WALK', 388, 442], ['SUBWAY', 625, 6932], ['WALK', 500, 622]]"
201,True,3,1618,681.0441503707723,0,1069,2,"[['WALK', 37, 37], ['TRAM', 1069, 4300], ['WALK', 510, 643]]"
202,True,3,1335,425.5902030048985,0,998,2,"[['WALK', 257, 332], ['BUS', 998, 4608], ['WALK', 78, 92]]"
203,True,3,1423,1445.5689699139068,0,264,2,"[['WALK', 252, 311], ['TRAM', 264, 1350], ['WALK', 905, 1133]]"
204,True,3,2565,576.6711428520722,1,1832,260,"[['WALK', 230, 274], ['BUS', 1099, 4460], ['BUS', 733, 3465], ['WALK', 243, 302]]"
205,True,3,1257,634.0160375854329,0,729,2,"[['WALK', 330, 381], ['TRAM', 729, 2908], ['WALK', 196, 252]]"
206,True,3,2053,630.1451503675456,0,1526,2,"[['WALK', 273, 328], ['TRAM', 1526, 6990], ['WALK', 252, 301]]"
207,True,3,2127,676.6075714211958,1,1317,260,"[['WALK', 480, 588], ['BUS', 735, 3138], ['BUS', 582, 2830], ['WALK', 70, 87]]"
208,True,3,1977,1079.079240585491,0,1059,2,"[['WALK', 772, 904], ['TRAM', 1059, 4438], ['WALK', 144, 173]]"
209,True,3,2378,903.3736917171685,0,1630,2,"[['WALK', 396, 487], ['TRAM', 1630, 7272], ['WALK', 350, 415]]"
210,True,3,2208,632.6041202927457,1,1603,87,"[['WALK', 368, 457], ['TRAM', 1016, 3976], ['TRAM', 587, 1776], ['WALK', 150, 174]]"
211,True,3,1802,668.0591353333723,0,1264,2,"[['WALK', 363, 453], ['BUS', 1264, 6004], ['WALK', 173, 214]]"
212,True,3,1238,720.5074511219967,0,655,2,"[['WALK', 177, 211], ['TRAM', 655, 2402], ['WALK', 404, 508]]"
213,True,3,1816,829.8249548748936,1,1081,45,"[['WALK', 268, 326], ['BUS', 465, 2362], ['WALK', 43, 53], ['TRAM', 616, 2231], ['WALK', 379, 448]]"
214,True,3,1958,667.4787744293213,1,1244,171,"[['WALK', 73, 92], ['BUS', 209, 1240], ['TRAM', 1035, 4132], ['WALK', 470, 574]]"
215,True,3,1471,608.8169999967732,1,988,3,"[['WALK', 198, 255], ['BUS', 180, 760], ['WALK', 119, 154], ['TRAM', 808, 3361], ['WALK', 163, 198]]"
216,True,3,1216,990.5107518683817,0,402,2,"[['WALK', 442, 552], ['TRAM', 402, 1792], ['WALK', 370, 437]]"
217,True,3,1513,1098.2613759269314,0,596,2,"[['WALK', 494, 604], ['TRAM', 596, 2241], ['WALK', 421, 493]]"
218,True,3,1960,995.3341353301457,1,1044,110,"[['WALK', 212, 265], ['BUS', 522, 3543], ['WALK', 90, 116], ['TRAM', 522, 3329], ['WALK', 504, 612]]"
219,True,3,1283,876.3510526179925,0,542,2,"[['WALK', 404, 494], ['TRAM', 542, 2139], ['WALK', 335, 381]]"
220,True,3,1764,1216.6486917220086,1,626,163,"[['WALK', 532, 656], ['SUBWAY', 383, 4313], ['WALK', 192, 252], ['BUS', 243, 1257], ['WALK', 251, 308]]"
221,True,3,1173,1069.9984586374699,0,306,2,"[['WALK', 149, 176], ['TRAM', 306, 1110], ['WALK', 716, 893]]"
222,True,3,1471,556.4355037528967,0,1007,2,"[['WALK', 275, 340], ['TRAM', 1007, 4540], ['WALK', 187, 215]]"
223,True,3,1974,1719.574270660292,0,324,242,"[['WALK', 522, 614], ['SUBWAY', 324, 3213], ['WALK', 886, 1105]]"
224,True,3,2270,833.8505187870699,0,1581,2,"[['WALK', 201, 226], ['TRAM', 1581, 7412], ['WALK', 486, 607]]"
225,True,3,1786,826.4661804439589,0,1110,2,"[['WALK', 427, 525], ['TRAM', 1110, 4252], ['WALK', 247, 301]]"
226,True,3,1386,921.1902857073708,0,642,2,"[['WALK', 143, 177], ['TRAM', 642, 2636], ['WALK', 599, 743]]"
227,True,3,2221,1319.1335563773428,0,1140,2,"[['WALK', 544, 691], ['BUS', 1140, 5899], ['WALK', 535, 627]]"
228,True,3,696,472.8404511187702,0,290,2,"[['WALK', 236, 279], ['TRAM', 290, 1367], ['WALK', 168, 193]]"
229,True,3,1341,754.5504135284967,0,734,2,"[['WALK', 410, 518], ['TRAM', 734, 3011], ['WALK', 195, 236]]"
230,True,3,1792,873.9093533788972,0,1101,2,"[['WALK', 452, 576], ['TRAM', 1101, 4044], ['WALK', 237, 297]]"
231,True,3,1154,929.3137744309346,0,402,2,"[['WALK', 81, 94], ['TRAM', 402, 1650], ['WALK', 669, 834]]"
232,True,3,1017,908.76450374967,0,263,2,"[['WALK', 416, 505], ['TRAM', 263, 1244], ['WALK', 336, 402]]"
233,True,3,1072,1007.5404360829834,0,265,2,"[['WALK', 261, 320], ['TRAM', 265, 1114], ['WALK', 544, 686]]"
234,True,3,1538,333.06247367971014,0,1260,2,"[['WALK', 161, 196], ['BUS', 1260, 6661], ['WALK', 115, 136]]"
235,True,3,2450,1050.8833383366573,1,1568,20,"[['WALK', 246, 310], ['BUS', 146, 1068], ['WALK', 120, 156], ['TRAM', 1422, 5824], ['WALK', 496, 583]]"
236,True,3,1421,1111.470451115543,0,501,2,"[['WALK', 676, 819], ['BUS', 501, 2220], ['WALK', 242, 292]]"
237,True,3,1754,739.2103759349976,1,897,260,"[['WALK', 365, 463], ['BUS', 702, 3530], ['BUS', 195, 1022], ['WALK', 232, 275]]"
238,True,3,1615,1460.5418796814402,0,402,2,"[['WALK', 340, 414], ['TRAM', 402, 1792], ['WALK', 871, 1045]]"
239,True,3,2017,1206.3765187806168,0,1010,2,"[['WALK', 539, 665], ['TRAM', 1010, 3556], ['WALK', 466, 539]]"
240,True,3,1732,265.5526842049221,0,1497,2,"[['WALK', 188, 219], ['TRAM', 1497, 5724], ['WALK', 45, 46]]"
241,True,3,2529,747.2531127740457,0,1914,2,"[['WALK', 319, 385], ['TRAM', 1914, 7289], ['WALK', 294, 361]]"
242,True,3,1952,511.47146615939687,1,1380,149,"[['WALK', 339, 413], ['TRAM', 930, 3852], ['WALK', 51, 64], ['TRAM', 450, 1533], ['WALK', 33, 32]]"
243,True,3,2033,717.8777819431815,0,1422,2,"[['WALK', 420, 509], ['TRAM', 1422, 6017], ['WALK', 189, 208]]"
244,True,3,1936,267.6930150341732,1,1682,37,"[['WALK', 144, 176], ['BUS', 220, 1432], ['TRAM', 1462, 5850], ['WALK', 73, 91]]"
245,True,3,2405,581.1742405935582,1,1797,118,"[['WALK', 181, 218], ['BUS', 464, 3064], ['WALK', 46, 58], ['TRAM', 1333, 6378], ['WALK', 263, 303]]"
246,True,3,2744,1063.7174435968434,0,1862,2,"[['WALK', 360, 445], ['TRAM', 1862, 7397], ['WALK', 520, 617]]"
247,True,3,1270,254.6548796943474,1,973,74,"[['WALK', 125, 136], ['TRAM', 332, 1469], ['WALK', 59, 75], ['TRAM', 641, 2620], ['WALK', 39, 42]]"
248,True,3,1333,634.8557067561819,0,796,2,"[['WALK', 311, 371], ['TRAM', 796, 3227], ['WALK', 224, 263]]"
249,True,3,2216,1204.3523909691705,0,1249,2,"[['WALK', 786, 982], ['TRAM', 1249, 4643], ['WALK', 179, 222]]"
250,True,3,1906,850.2277969757412,0,1177,2,"[['WALK', 421, 506], ['TRAM', 1177, 4370], ['WALK', 306, 343]]"
501,True,3,1416,1100.1397593903082,0,531,2,"[['WALK', 336, 415], ['BUS', 531, 2896], ['WALK', 547, 684]]"
502,True,3,1088,871.2733082586312,0,373,2,"[['WALK', 295, 356], ['TRAM', 373, 1886], ['WALK', 418, 513]]"
503,True,3,1562,900.0041278082186,0,827,2,"[['WALK', 357, 422], ['TRAM', 827, 3265], ['WALK', 376, 476]]"
504,True,3,1496,1853.0071879529778,0,0,0,"[['WALK', 1496, 1852]]"
505,True,1,177,212.9755037561233,0,0,0,"[['WALK', 177, 212]]"
506,True,3,620,551.9746165398492,0,188,2,"[['WALK', 29, 37], ['BUS', 188, 918], ['WALK', 401, 514]]"
507,True,3,1632,357.18058646504943,1,1115,240,"[['WALK', 27, 35], ['BUS', 654, 3935], ['TRAM', 461, 2070], ['WALK', 250, 322]]"
508,True,3,2091,1269.1311729268725,1,1008,87,"[['WALK', 338, 441], ['BUS', 165, 1081], ['WALK', 157, 205], ['BUS', 843, 3459], ['WALK', 501, 622]]"
509,True,3,750,606.3332631528848,0,260,2,"[['WALK', 391, 493], ['BUS', 260, 1582], ['WALK', 97, 112]]"
510,True,3,969,134.56381202927457,0,861,2,"[['WALK', 67, 83], ['TRAM', 861, 3418], ['WALK', 39, 51]]"
511,True,3,1961,1015.0952481090317,0,1134,2,"[['WALK', 419, 504], ['TRAM', 1134, 4315], ['WALK', 406, 510]]"
512,True,3,377,327.5989097659205,0,83,2,"[['WALK', 45, 46], ['TRAM', 83, 314], ['WALK', 247, 280]]"
513,True,3,1658,1220.0698571334074,1,453,211,"[['WALK', 293, 367], ['BUS', 199, 1150], ['WALK', 151, 197], ['SUBWAY', 254, 3414], ['WALK', 550, 655]]"
514,True,3,1316,1434.0632255577716,0,180,2,"[['WALK', 114, 137], ['BUS', 180, 1342], ['WALK', 1020, 1296]]"
515,True,3,988,453.76083458214765,0,606,2,"[['WALK', 223, 270], ['TRAM', 606, 2090], ['WALK', 157, 183]]"
516,True,3,588,630.0327217968085,0,67,2,"[['WALK', 108, 138], ['TRAM', 67, 326], ['WALK', 411, 491]]"
517,True,3,2824,774.5378120276613,1,2183,34,"[['WALK', 169, 207], ['TRAM', 596, 3894], ['WALK', 359, 474], ['BUS', 1587, 7631], ['WALK', 79, 92]]"
518,True,3,1510,1001.9527668993277,0,660,2,"[['WALK', 196, 234], ['BUS', 660, 3856], ['WALK', 652, 767]]"
519,True,3,2358,787.829308263471,0,1711,2,"[['WALK', 362, 439], ['TRAM', 1711, 6748], ['WALK', 283, 348]]"
520,True,3,1350,506.63548119841005,0,940,2,"[['WALK', 90, 103], ['TRAM', 940, 3462], ['WALK', 318, 402]]"
521,True,3,731,950.2066466146488,0,0,0,"[['WALK', 731, 950]]"
522,True,3,1397,818.0758571350208,0,731,2,"[['WALK', 489, 600], ['TRAM', 731, 3012], ['WALK', 175, 217]]"
523,True,3,1178,1054.3179323204072,0,310,2,"[['WALK', 337, 425], ['TRAM', 310, 1153], ['WALK', 529, 628]]"
524,True,3,639,533.6389849561467,0,199,2,"[['WALK', 61, 60], ['BUS', 199, 1018], ['WALK', 377, 473]]"
525,True,3,804,275.49331578862456,0,583,2,"[['WALK', 48, 61], ['TRAM', 583, 2711], ['WALK', 171, 214]]"
526,True,3,1566,1409.4488119921673,0,300,2,"[['WALK', 962, 1087], ['RAIL', 300, 4342], ['WALK', 302, 320]]"
527,True,3,839,293.9583984927106,0,593,2,"[['WALK', 99, 111], ['BUS', 593, 2746], ['WALK', 145, 182]]"
528,True,3,1685,1077.3145864602093,0,831,2,"[['WALK', 488, 615], ['BUS', 831, 5244], ['WALK', 364, 462]]"
529,True,3,1101,600.161909759467,0,566,2,"[['WALK', 327, 370], ['TRAM', 566, 1679], ['WALK', 206, 229]]"
530,True,3,2295,1758.0909022439942,0,885,2,"[['WALK', 560, 692], ['TRAM', 885, 3613], ['WALK', 848, 1065]]"
531,True,3,1974,802.772857131794,0,1302,2,"[['WALK', 535, 651], ['TRAM', 1302, 5769], ['WALK', 135, 151]]"
532,True,3,1423,1235.5461954781315,0,423,2,"[['WALK', 397, 506], ['TRAM', 423, 1364], ['WALK', 601, 728]]"
533,True,3,1635,978.6452481154847,0,856,2,"[['WALK', 544, 690], ['TRAM', 856, 3506], ['WALK', 233, 288]]"
534,True,3,1470,909.3175263025432,0,711,2,"[['WALK', 424, 504], ['TRAM', 711, 2281], ['WALK', 333, 404]]"
535,True,3,1454,184.3615488667096,1,1018,269,"[['WALK', 48, 51], ['BUS', 480, 1468], ['WALK', 14, 15], ['TRAM', 538, 2219], ['WALK', 105, 117]]"
536,True,3,1657,729.9664586406967,0,1053,2,"[['WALK', 251, 293], ['TRAM', 1053, 5910], ['WALK', 351, 436]]"
537,True,3,1063,818.2999473626468,0,406,2,"[['WALK', 73, 90], ['TRAM', 406, 1274], ['WALK', 582, 727]]"
538,True,3,2573,770.2297067545685,2,1862,68,"[['WALK', 151, 161], ['TRAM', 1236, 4938], ['TRAM', 194, 812], ['TRAM', 432, 2182], ['WALK', 492, 608]]"
539,True,1,341,425.7539849593733,0,0,0,"[['WALK', 341, 425]]"
540,True,3,801,885.6575639041095,0,94,2,"[['WALK', 573, 724], ['TRAM', 94, 447], ['WALK', 132, 160]]"
541,True,3,1862,657.6990375822063,0,1302,2,"[['WALK', 104, 111], ['TRAM', 1302, 4851], ['WALK', 454, 545]]"
542,True,3,1672,686.5718947333608,0,1114,2,"[['WALK', 327, 415], ['TRAM', 1114, 4549], ['WALK', 229, 271]]"
543,True,3,805,131.0418120212078,0,660,2,"[['WALK', 43, 35], ['BUS', 660, 2697], ['WALK', 100, 94]]"
544,True,3,1411,653.4535939756828,0,863,2,"[['WALK', 362, 429], ['TRAM', 863, 3877], ['WALK', 184, 223]]"
545,True,3,1718,448.6171654081721,1,1257,89,"[['WALK', 80, 89], ['TRAM', 619, 2217], ['WALK', 51, 64], ['TRAM', 638, 2170], ['WALK', 241, 294]]"
546,True,3,2105,702.5030977334189,1,1501,8,"[['WALK', 269, 330], ['TRAM', 878, 4220], ['TRAM', 623, 2238], ['WALK', 327, 371]]"
547,True,3,779,744.9244887138832,0,170,2,"[['WALK', 339, 412], ['TRAM', 170, 759], ['WALK', 268, 332]]"
548,True,3,1007,750.2189398423334,0,395,2,"[['WALK', 302, 373], ['TRAM', 395, 1583], ['WALK', 308, 376]]"
549,True,3,2080,1038.9619774358332,0,1242,2,"[['WALK', 343, 418], ['TRAM', 1242, 5419], ['WALK', 493, 620]]"
550,True,3,1158,697.1243834440172,0,324,242,"[['WALK', 188, 195], ['SUBWAY', 324, 3213], ['WALK', 404, 501]]"
